web-scraper-order,web-scraper-start-url,Produit_titre,Prix
"1706545424-77","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Yaourt Onctueux nature",""
"1706545424-78","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","les 16 pots de 125g - 2kg",""
"1706545424-79","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","La Laitière",""
"1706545424-80","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Yaourt au lait entier vanille arôme naturel",""
"1706545424-81","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","les 8 pots de 125g - 1kg",""
"1706545424-82","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Yoplait",""
"1706545424-83","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Yaourt nature sucré au sucre de canne",""
"1706545424-84","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","les 12 pots de 125 g",""
"1706545424-85","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Danone",""
"1706545424-86","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Yaourt nature",""
"1706545424-87","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","les 16 pots de 125g - 2kg",""
"1706545424-88","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Pâturages",""
"1706545424-89","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Yaourts aromatisés",""
"1706545424-90","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","les 16 pots de 125g - 2kg",""
"1706545424-91","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Pâturages",""
"1706545424-92","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Petits-Suisses nature 9,2% MG",""
"1706545424-93","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","les 12 pots de 60g - 720g",""
"1706545424-94","https://www.intermarche.com/rayons/produits-laitiers-et-%C5%93ufs/yaourts-et-fromages-blanc/7580","Pâturages",""
