web-scraper-order,web-scraper-start-url,Produit_titre,Prix
"1706545819-104","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Zéro - Soda agrumes",""
"1706545819-105","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1 l",""
"1706545819-106","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Schweppes",""
"1706545819-107","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Indian Tonic - Soda aux extraits d'écorces de quinquina",""
"1706545819-108","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 6 canettes de 33cl",""
"1706545819-109","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Lipton",""
"1706545819-110","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Ice Tea Zéro - Boisson thé sans sucres saveur pêche",""
"1706545819-111","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","La bouteille de 1,25l",""
"1706545819-112","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Schweppes",""
"1706545819-113","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Indian Tonic - Soda aux extraits d'écorces de quinquina",""
"1706545819-114","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1 l",""
"1706545819-115","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Look",""
"1706545819-116","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Boisson Iced Tea saveur pêche",""
"1706545819-117","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1,5 l",""
"1706545819-118","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Schweppes",""
"1706545819-119","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Zéro - Boisson agrumes",""
"1706545819-120","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 6 canettes de 33 cl",""
"1706545819-121","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","5,19 €"
"1706545819-122","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","au lieu de 6,92 €"
"1706545819-123","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,87 €/L"
"1706545819-124","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,46 €"
"1706545819-125","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,73 €/L"
"1706545819-126","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,72 €"
"1706545819-127","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,48 €/L"
"1706545819-128","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,70 €"
"1706545819-129","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,47 €/L"
"1706545819-130","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,78 €"
"1706545819-131","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,91 €/L"
"1706545819-132","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","2,02 €"
"1706545819-133","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,15 €/L"
"1706545819-134","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,34 €"
"1706545819-135","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,69 €/L"
"1706545819-136","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","8,35 €"
"1706545819-137","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,11 €/L"
"1706545819-138","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,66 €"
"1706545819-139","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,95 €/L"
"1706545819-140","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,60 €"
"1706545819-141","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,80 €/L"
"1706545819-142","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","7,81 €"
"1706545819-143","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,97 €/L"
"1706545819-144","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,63 €"
"1706545819-145","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,30 €/L"
"1706545819-146","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","9,82 €"
"1706545819-147","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,31 €/L"
"1706545819-148","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,78 €"
"1706545819-149","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,15 €/L"
"1706545819-150","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,29 €"
"1706545819-151","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,86 €/L"
"1706545819-152","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,55 €"
"1706545819-153","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,24 €/L"
"1706545819-154","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,87 €"
"1706545819-155","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,50 €/L"
"1706545819-156","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,60 €"
"1706545819-157","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,28 €/L"
"1706545819-158","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,49 €"
"1706545819-159","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,75 €/L"
"1706545819-160","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,11 €"
"1706545819-161","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,57 €/L"
"1706545819-162","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,66 €"
"1706545819-163","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,11 €/L"
"1706545819-164","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","6,30 €"
"1706545819-165","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,05 €/L"
"1706545819-166","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,33 €"
"1706545819-167","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,68 €/L"
"1706545819-168","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","2,79 €"
"1706545819-169","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","2,33 €/L"
"1706545819-170","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,73 €"
"1706545819-171","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,38 €/L"
"1706545819-172","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,71 €"
"1706545819-173","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,71 €/L"
"1706545819-174","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,19 €"
"1706545819-175","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,79 €/L"
"1706545819-176","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","5,58 €"
"1706545819-177","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,72 €/L"
"1706545819-178","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","7,17 €"
"1706545819-179","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,81 €/L"
"1706545819-180","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","6,00 €"
"1706545819-181","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,52 €/L"
"1706545819-182","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,66 €"
"1706545819-183","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,33 €/L"
"1706545819-184","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,02 €"
"1706545819-185","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,53 €/L"
"1706545819-186","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,87 €"
"1706545819-187","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,50 €/L"
"1706545819-188","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,77 €"
"1706545819-189","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,90 €/L"
"1706545819-190","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,72 €"
"1706545819-191","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,72 €/L"
"1706545819-192","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,85 €"
"1706545819-193","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,94 €/L"
"1706545819-194","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,84 €"
"1706545819-195","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,47 €/L"
"1706545819-196","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,79 €"
"1706545819-197","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,79 €/L"
"1706545819-198","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,25 €"
"1706545819-199","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","0,83 €/L"
"1706545819-200","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","3,89 €"
"1706545819-201","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","","1,96 €/L"
