web-scraper-order,web-scraper-start-url,Produit_titre,Prix
"1706545323-191","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","3,45 €"
"1706545323-192","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","6,90 €/Kg"
"1706545323-193","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","3,36 €"
"1706545323-194","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","8,39 €/Kg"
"1706545323-195","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","7,77 €"
"1706545323-196","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","25,90 €/Kg"
"1706545323-197","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","7,05 €"
"1706545323-198","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","23,50 €/Kg"
"1706545323-199","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","12,60 €"
"1706545323-200","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","41,99 €/Kg"
"1706545323-201","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","5,70 €"
"1706545323-202","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","18,99 €/Kg"
"1706545323-203","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","3,29 €"
"1706545323-204","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","21,90 €/Kg"
"1706545323-205","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","8,37 €"
"1706545323-206","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","27,90 €/Kg"
"1706545323-207","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","1,65 €"
"1706545323-208","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","10,99 €/Kg"
"1706545323-209","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","11,95 €"
"1706545323-210","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","23,90 €/Kg"
"1706545323-211","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","11,28 €"
"1706545323-212","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","23,50 €/Kg"
"1706545323-213","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","4,64 €"
"1706545323-214","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","12,89 €/Kg"
"1706545323-215","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","4,29 €"
"1706545323-216","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","17,16 €/Kg"
"1706545323-217","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","1,44 €"
"1706545323-218","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","9,59 €/Kg"
"1706545323-219","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","2,18 €"
"1706545323-220","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","10,90 €/Kg"
"1706545323-221","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","5,95 €"
"1706545323-222","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","11,90 €/Kg"
"1706545323-223","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","21,00 €"
"1706545323-224","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","41,99 €/Kg"
"1706545323-225","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","8,79 €"
"1706545323-226","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","17,58 €/Kg"
"1706545323-227","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","13,95 €"
"1706545323-228","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","27,90 €/Kg"
"1706545323-229","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","4,05 €"
"1706545323-230","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","13,49 €/Kg"
"1706545323-231","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","9,09 €"
"1706545323-232","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","12,99 €/Kg"
"1706545323-233","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","9,73 €"
"1706545323-234","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","11,45 €/Kg"
"1706545323-235","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","4,06 €"
"1706545323-236","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","23,90 €/Kg"
"1706545323-237","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","24,90 €"
"1706545323-238","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","24,90 €/Kg"
"1706545323-239","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","3,45 €"
"1706545323-240","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","6,90 €/Kg"
"1706545323-241","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","1,65 €"
"1706545323-242","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","10,99 €/Kg"
"1706545323-243","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","5,50 €"
"1706545323-244","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","10,99 €/Kg"
"1706545323-245","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","9,45 €"
"1706545323-246","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","20,99 €/Kg"
